24 , SF PAMPANGA  , Beside San Fernando Cathedral ,  near Jollibee and Mc Donalds , 045-8610303FRELUZ BLDG . GEN.HIZON AVE. STO. ROSARIO SAN FERNANDO PAMP.
25 , MASANTOL  , Fronting of Cebuana Lhuillier , 045-4352269NATIONAL ROAD STA.LUCIA MASANTOL PAMPANGA
26 , BULAON , Near Fresh Option , (045)435-5309BLK 41 LOT 2 ,  BULAON RESETTLEMENT SAN FERNANDO PAMPANGA
27 , SINDALAN  , Fronting Borton's near Sindalan Elementary School  , (045) 435-2371# 9 MALIGAYA ST. SINDALAN SAN FRNANDO PAMPANGA
1 , TARLAC , Near Tarlac Cathedral , 045-8002023 , Beside Manabat ,  Matias Pet Shop  , P.BURGOS ST CUTCUT 1ST ACROSS SAN SEBASTIAN TARLAC
2 , CAMILING  , Near Jollibe ,  fronting Ayson Pawnshop ,  beside Sidoro Dental Clinic , 045-934219048 , QUEZON AVE. CAMILING TARLAC
3 , MONCADA , Beside RUSI motors ,  fronting Caltex Gasoline Station , 045-6010590MC ARTHUR HIGH WAY POBLACION MONCADA TARLAC
4 , CAPAS , Near 7-Eleven ,  fronting Villarica Pawnshop and M. Lhuillier  , 045-4911853 , TANIS BLDG MAC ARTHUR HIGHWAY STO.DOMINGO 2nd CAPAS TARLAC
5 , PANIQUI , Beside Jolibee , 045-628213441 ZAMORA ST PANIQUI TARLAC
6 , CAMILING  2 , Infront of Camiling Public Market , CINDY'S CENTER QUEZON AVE. POBLACION B CAMILING TARLAC
7 , CABANATUAN  , Fronting NE Mall ,  near Baliwag transit Terminal , 044-6001141 , ZULUETA ST VIJANDRE DIST. CABANATUAN CITY NUEVA ECIJA
8 , CABANATUAN 2 , Near Mercury Drug ,  near Rallo's cassava cake , 044-9406425222 , TOMACRUZ BLDG.MAHARLIKA HIGHWAY BRGY. DICARMA CAB.NUEVA ECIJA
9 , CABANATUAN 3 , Beside Daddy's Siopao  , STALL # 101 M4 BLDG H CONCEPCION MAHARLIKA HIGHWAY CABANATUAN CITY NUEVA ECIJA
10 , GUIMBA  , Fronting public market ,  beside Generic Pharmacy , 044-6112129AERO 21 ENTERPRISES BLDG.  SARMIENTO ST. COR ONGJIANGCO GUIMBA NUEVA ECIJA
11 , TALAVERA , Fronting Jollibee Talavera ,  Near 7-Eleven , 044-9407236222, MARCOS DISTRICT TALAVERA NUEVA ECIJA
12 , URDANETA CITY  , Near BPI Alexander Urdaneta  , 075-5406122ESTRADA ST COR DEL PRADO ST POBLACION URDANETA CITY
13 , ROSALES PANGASINAN  , Beside CB Estrada Pawnshop , 075-5823780GEN.LUNA ST. ZONE III ROSALES PANGASINAN
14 , TAYUG  PANGASINAN , Beside Motortrade , 075-6332406 ,STALL # 2 TEBANGIN BLDG PLARIDEL COR. BURGOS ST POBLACION TAYUG PANGASINAN
15 , BINALONAN  , Infront of Binalonan Public Market  , MC KINLEY ST BINALONAN PANGASINAN
16 , MANGATAREM  , Between 7 11 and Metrobank  , GF ROYAL PALM PLAZA BLDG CAOILE OLEGARIO MANGATAREM PANGASINAN
17 , AGUILAR PANGASINAN , Fronting St. Joseph The Patriarch Parish , LEO FE BLDG. COMPLEX ROMULO HIGHWAY POBLACION AGUILAR PANGASINAN
18 , LINGAYEN  , Near Veterans Bank  , 075-633083417 AVENIDA RIZAL WEST , POBLACION LINGAYEN PANGASINAN
19 , CALASIAO PANGASINAN , Beside Garuda Lending Corp  , 075-5402380138 , RIZAL ST. POBLACION EAST CALASIAO PANGASINAN
20 , PEREZ BOULEVARD DAGUPAN , Beside Solid North Bus Terminal   , UNIT 101 DEL PILAR PLACE BLDG. HERRERO DAGUPAN CITY
21 , BAGUIO  , Inside Porta Vaga Mall ,  Near Baguio Cathedral , 074-3005822 , LGF -01 PORTA VAGA MALL ANNEX SESSION ROAD BAGUIO CITY
22 , BAGUIO 3  , Inside the Small World Travel & Tours ,  beside Sizzling Plate Restaurant  , G/F LAPERAL BLDG. SESSION RD BAGUIO CITY
23 , SF LA UNION , Fronting McDonalds and Dominion Bus Terminal , 072-7002021STALL 11 PUSO ITIAMIANAN BLDG.SEVILLA SF  LA UNION
24 , AGOO , Infront of Agoo Public Market  , (072) 682-2425 , NORTH OF AGOO PUBLIC MARKET CASES BLVD STA BARBARA AGOO LAUNION
25 , NARVACAN  , Infront of Public Market  , -BRGY SAN JOSE  NARVACAN OLOCOS SUR
26 , BANGUED , Beside Kambal Pandesal , 0921 8911241 , UNIT 6 COMMERCIAL PASEO BLDG GOMEZ ST ZONE 5 BANGUED ABRA
27 , TAGUDIN , Infront of Public Market  , SARMIENTO BLDG. 208 DEL PILAR NATIONAL HIGHWAY TAGUDIN ILOCOS SUR
28 , ILAGAN   , Fronting PNB Centro ,  near Romans Villaville Hotel , 078-624-0868FELECITAS BLDG. CNETRO ILAGAN ISABELA
29 , TUMAUINI , Fronting public market ,  near M. Lhuillier , 078-6324398# 99 BRGY. LINGALING TUMAUINI ISABELA  ( INFRONT OF PUBLIC MARKET )
30 , CABAGAN  , Beside Lydia's Supermarket ,  fronting public cemetery , 078-6363545 , NAT'L HIGHWAY BRGY UGAD CABGAN ISABELA ( BESIDE LYDIAS SUPERMART )
31 , TUGUEGARAO , Infront of China Bank  , 078-8462342130 CEDENIO BLDG BALZAIN HIGHWAY CENTRO 12 POB.TUGUEGARAO  CITY
32 , SAN MATEO  , Beside Bobot's Tailoring, near Mayflower Meat Shop , 078-6642212 , UNIT 1 DELA CRUZ BLDG. BRGY.3 POB. SAN MATEO ISABELA
33 , ROXAS ISABELA   , Fronting Goldilocks and Café Roxas , 078-6420195G/F ARCA BLDG. DON MARIANO AVE. BANTOG ROXAS ISABELA
34 , CAUAYAN  , Beside Savemore and Queen Jennifer Hotel , 078-6521869 , STALL # 3 TALAVERA COMPOUND MAHARLIKA HIGHWAY SAN FERMIN CAUAYAN CITY ISABELA
35 , ECHAGUE  , Fronting of Petron Gasoline Station , SILOAN SUR ECHAGUE ISABELA
36 , SANCHEZ MIRA  , 078-8229230   - , Fronting Florida Terminal ,  beside KFRamos Electronics  , UNIT 2 AGUSTIN BLDG. 116 MAHARLIKA HIGHWAY  SANCHEZ MIRA CAGAYAN
37 , BALLESTEROS  , Beside Generic Pharmacy   , 560 RIZAL ST CENTRO EAST BALLESTEROS CAGAYAN VALLEY
38 , CLAVERIA , Beside Generic Pharmacy ,  Near Claveria Public Market , 078-3720889 , STALL #19  JAVIER BLDG. CLAVERIA CAGAYAN
39 , SINAIT , Beside Public Market   , STALL # 2 ARCALA BLDG MACABIAG POBLACION SINAIT ILOCOS SUR
40 , SAN NICOLAS IN , Infornt of Robinsons Ilocos Norte , 077-6772255STALL # 7  A&L COMML NORTH ROAD BARANGAY 1 SAN NICOLAS ILOCOS NORTE
1 , COMEMBO , Fronting RGC Hardware , 622-952181 ,  0917- 5576990 , SANTOL ST. COMEMBO MAKATI CITY
2 , PENCOURT  ,  813-1453, Beside BDO and UCPB Makati Ave  , UNIT 105 PENINSULA COURT BLDG. 87735 PASEO DE ROXAS COR. MAKATI AVE. MAKATI CITY
3 , AGUIRRE , 8925546 , Beside UCPB Aguirre branch  , loc 242114 AGUIRRE ST. LEAGSPI VILLAGE MAKATI CITY
4 , LEGASPI VILLAGE , 219-3741, Fronting BSA Suites , '0917-5188035 , G/F OPL BLDG. 100C PALANCA ST. LEGASPI VILLAGE MAKATI CITY
5 , TUKTUKAN  , Beside 7/11 and infront of Baliwag Lechon Manok , 509-0730# 47 GENERAL LUNA ST. TUKTUKAN TAGUIG0917-5359041
6 , TANYAG TAGUIG  , Fronting Mang Inasal Tanyag Taguig , 964-51371631, 0917-5579101 , PLAZA DELA ROSA BLDG. MANALAC BAGONG TANYAG TAGUIG CITY
7 , BICUTAN , 622-4262 , 0935-7239257 , UNIT N BLK 67 LOT 29 PRK 5B A.BONIFACIO AVE.UPPER BICUTAN TAGUIG CITY
8 , TALON    , Beside Las Pinas City Hall , 964-4525 , 0917-5578772 , #2 ALABANG ZAPOTE RD COR. F.OCAMPO AVE. PAMPLONA 3 LAS PINAS CITY
9 , TALON  ,  2966-0483438 ,  , Fronting Golden Gate Subdivison , 0917-5578684 ,  REAL ST. ALABANG ZAPOTE ROAD TALON UNO LAS PINAS
10 , PILAR VILLAGE  ,  964-272134 , Behind SM South Mall Las Pinas , 0917-5578656 , DOOR H MIKAI BLDG. PILAR AGUIRRE AVE. COR. VIOLET RD. PILAR VILLAGE LAS PINAS
11 , PAMPLONA  , Front of Chowking  ,  near SM Center Las Pinas , 964-7648SANTIANGEL BLDG. ALABANGZAPOTE RD.COR.VILLACRISTINA AVE.PAMPLONA 3 LAS PINAS  0917-5579147
12 , MUNTINLUPA BILIBID , Infront of All Day Convenience Store  , 802-3323KATIHAN RD COR BORACAY ROAD CAMELLA 4 POBLACION MUNTINLUPA CITY
13 , SAV 7 , 577-5837, Near Parco Supermarket , 0917-5579395 , LOT 05 B- AGUILAR AVE. PULANG LUPA 2 LAS PINAS CITY
14 , BF RESORT , 964-8163 , Near BPI Family Bank BF Resort Branch , 0917-5578679 , L1 B26 BF RESORT VILLAGE  BF RESORT LAS PIÑAS
15 , PULANG LUPA    , Beside 7-Eleven , 964-1334329 REAL ST. BESIDE  7 ELEVEN PULANG LUPA LAS PINAS '0917-5576905
16 , MARCOS ALVAREZ , Beside Cebuana , 771-2729B 20 L 22 SAN GREGORIO ST  , METROCOR HOMES  AREA B MARCOS ALVAREZ AVE TALOIN 5 LAS PINAS CITY
17 , DUTY FREE , 552-4337LOC.3398 , Inside Duty Free Philippines OFW Business Center  , DUTY FREE PHILIPPINES SUCAT PARANAQUE
18 , DON GALO  , Beside M. Lhuillier and Dongalo Church , 501-10963016 QUIRINO AVE. DON GALO PARANAQUE
19 , DOÑA SOLEDAD , Near SMDC Chateau  , 835-5279DOÑA SOLEDAD EXTENSION COR TEXAS ST DON BOSCO PARANAQUE
20 , PABLO OCAMPO ( VITO CRUZ )  , Beside Saint Benilde School , 975-5502958 PABLO OCAMPO ST.  VITO CRUZ  MALATE MANILA  '0917-5579423
21 , AIRPORT ROAD , Fronting UCPB Paranaque and Mc Donalds , 964-8509 ,  '0917-5579141 , #4029 AIRPORT RD. BACLARAN PARANAQUE
1 , ANGONO  , Fronting PNB Angono , 975-4784199 ,  0917-5579273 , QUEZON AVE. COR . DONA AURORA ST SAN ROQUE  ANGONO RIZAL
2 , PAG-ASA  , Beside Generic Pharmacy and LBC , 273-0214990 NATIONAL ROAD BRGY. PAGASA BINANGONAN RIZAL
3 , BINANGONAN  2  , Near Puregold ,  and Mercury Drug , 975-5543106 ,  0917-5579373 , NATIONAL ROAD PANTOK BINANGONAN RIZAL
4 , BINANGONAN  , Near Binangonan Public Market , 966-655245 ,  0917-5579412 , QUEZON ST. LIBID BINANGONAN RIZAL
5 , BINANGONAN  3 , Besides PNB Savings Bank  , 706-1695 , STALL 3 PLAZA BLDG JP RIZAL COR. GOMEZ STS. LIBIS BINANGONAN RIZAL
6 , TAYTAY , Near Puregold-Taytay , 975-55340084 , 0917-5579474 , ORTIGAS AVENUE EXTENSION BRGY SAN ISIDRO TAYTAY RIZAL
7 , MORONG  , Fronting Norkis Yamaha-Morong , 975-5540#23 TOMAS CALUDIO ST. BRGY SAN JUAN MORONG RIZAL 0917-5579720
8 , TAYTAY BAYAN , Infornt of Security Bank , 706-9190228 , RIZAL AVE COR SALAZAR BRGY SAN JUAN TAYTAY BAYAN RIZAL
9 , TERESA , At the Back of Goldilocks , 213-0594 , RCF BLDG ML QUEZON AVE BRGY SAN GABRIEL TERESA RIZAL
10 , TANAY , Near Jollibee Tanay ,  beside Tanay General Hospital  , 975-4939 ,  0917-5586877 , F.T. CATAPUSAN ST. PLAZA ALDEA TANAY RIZAL
11 , ANTIPOLO  , Near Shopwise Antipolo , 975-5522 , 0917-5579345 , UNIT-C 172 ML QUEZON ST SAN ROQUE ANTIPOLO CITY
12 , COGEO  , Near Julies Bakeshop and All Day Convenience Store , 975-5594 , 0917-5579492 , G/F STALL 827 LOT 17 BLK 20 COGEO COMML BLDG. STA. CRUZ COGEO GATE2  ANTIPOLO
13 , MOLAVE , Between Ansons Supermarket and ST Joseph College  , 287-1237 , NO. 32 MOLAVE ST BRGY QUIRINO 3-A QUEZON CITY
14 , MASINAG  , Beside Super8 Masinag , 975-5599LENJUN COMML COMPLEX SUMULONG COR. MARCOS HIWAY BRGY. MASINAG ANTIPOLO 0917-5579916
15 , FELIX AVENUE , Fronting QPlaza and Sta. Lucia Mall , 975-5602STALL F16 MANO ARCADE  ,  FELIX AVENUE SAN ISIDRO  CAINTA RIZAL 0917-5579611
16 , PAROLA CAINTA  , Infront of  Mc Donalds  , 941-8747EUROS COMML CENTER UNIT 3 242 A. BONIFACIO AVE. BRGY STA ROSA CAINTA RIZAL
17 , PARANG 2 , Near Ngi Market ,  fronting Mercury Drug , 975-550698 B.G. MOLINO ST.PARANG MARIKINA 0917-5579218
18 , CONCEPCION    , Fronting McDonalds Concepcion , 656-7421 , CONCEPCION MARKET ANNEX E. E.SANTOS ST.CONCEPCION UNO MARIKINA
19 , NANGKA  , Besides  St. Peter Chapel , 423-4052  ,  NO. 02 J.P. RIZAL COR BALUBAD ST NANGKA MARIKINA CITY
20 , LAMUAN  , Beside 7-11 Fronting Roosevelt College  , 656-0429743 JP RIZAL ST. MALANDAY MARIKINA
21 , COMMONWEALTH  , Fronting M. Lhuillier Villongco , 961-31374 , VILLONGCO ST COR. SAN PEDRO STS. MANGGAHAN COMMONWEALTH QUEZON CITY
22 , SJDM  , Near Francisco Homes Elem School , 044-8151176UNIT 4 & 5 CENTENNIAL BLDG. B 4 LOT 19 PHG FRANCISCO HOMES NARRA SJDM BULACAN
23 , LITEX , Infront  of LIPATODA and LCTODA Terminal  , 663-706217 LITEX RD COMMONWEALTH AVE QUEZON CITY
24 , KATUPARAN  , Infront of Alaza Pawnshop , 397-9601LOT 9 BLK 10 KATUPARAN ST COMMONWEALTH AVENUE QUEZON CITY
25 , MONTALBAN  , Beside Mercury Drug , 975-5539135 JP RIZAL AVE.BRGY.MANGGAHAN MONTALBAN RIZAL 0917-5580630
26 , MONTALBAN  2 , Near Mini-Stop Eastwood ,  Montalban , 975-5618# 149 MH DEL PILAR ST. BRGY. SAN RAFAEL RODRIGUEZ RIZAL0917-5579767
27 , GUITNANG BAYAN  , Beside F4 Panciteria , 975-5545#106 E. GEN. LUNA ST GUITNANG BAYAN 2 SAN MATEO RIZAL 0917-5580384
1 , BALAGTAS , In front of Pandayan Bookstore  , 044-9139928 , MC ARTHUR HIGHWAY BUROL 1ST BALAGTAS BULACAN
2 , MALOLOS , Beside Planters Bank Malolos  , 044-6622751STALL 5  PLAZA SAN JOSE PASEO DEL CONGRESO ST. CATMON MALOLOS CITY
3 , HAGONOY  , Infront of BDO   , 94 STO NINO HAGONOY BULACAN
4 , BUSTOS BULACAN , In Front of BDO , 044-7610590 ,STALL 2  L & L BLDG C. HILARIO ST POBLACION BUSTOS BULACAN
5 , SAPANG PALAY  , Infront of Luzviminda Grocery Store , 044-8152908 , BLOCK 32  LOT 8 PUROL 7 BRGY STA CRUZ IV SAPANG PALAY SJDM BULACAN
6 , NORZAGARAY  , Infront of Municipal Rural Helath  , 044-9139395POBLACION BIGTE NORZAGARAY BULACAN
7 , SJDM 2 , Beside Kairo Gen Hospital , 044-9137134ANA LIZA BLDG. PUROK 1 MUZON SAN JOSE DELMONTE BULACAN
8 , ANGAT , Infront of Rural Bank Of Angat Bulacan  , 044-9131463 , M. A FERNANDO ST. SAN ROQUE ANGAT BULACAN
9 , MEYCAUAYAN  , Beside Cebuanna Lhuillier Camalig , 044-6952083J.LOPEZ BLDG . EL CAMINO RD STO NINO SUBD. BRGY. CAMALIG  MEYCAUYAN CITY
10 , MEYCAUAYAN MC ARTHUR  , Besides Angels Burger   ,  Infore front of USSC , 044-8403808RZS BLDG CONTRERAS ST CALVARIO MEYCAUAYAN CITY BULACAN
11 , MARILAO , Infront of Tabing Ilog Market  , 044-76932691-002 STRALL TABING ILOG MARKET TABING ILOG MARILAO BULACAN
12 , BOCAUE  , Under Bocaue Flyover , 044-9139928109 , BINANG 2ND BIOCAUE BULACAN
13 , SAN MIGUEL  BULACAN  , Beside Cebuanna Lhuillier and Mercury Drug , 044-7620858
14 , GAPAN , Beside LBC , 044-9512331MAHARLIKA HIGHWAY BRGY SAN VICENTE GAPAN NUEVA ECIJA
15 , BALIUAG  , Infront of Petron  , 044-7981353AS COMML COMPLEX 268 B   ,  J.P RIZAL ST SAN JOSE BALIUAG BULACAN
16 , CALUMPIT , Beside Angel's Burger , 044-9130770 , MC ARTHUR HIGHWAY CORAZON CALUMPIT BULACAN
17 , PLARIDEL , Infront of Plaridel Public Market  , 044-9311960 , BANGA 1ST MAHARLIKA HIGHWAY PLARIDEL BULACAN
18 , SAN ILDEFONSO , Beside LCG Veterinary Trading  , 044-7621161 , POBLACION SAN ILDEFONSO BULACAN
1 , G. TUAZON , Beside 7-Eleven and Wellcome Supermarket , 216-62011850 G.TUAZON ST. SAMPALOC MANILA 0917-5579814
2 , ESPAÑA , Across Tomas Square  , 241-1765G1 DONA AMPARO BLDG ESPANA COR J TOLENTINO ST. SAMPALOC MANILA
3 , DAPITAN 2 , Fronting Tinapayan Festival  , 975-55971187 ,  0917-5579425 , DAPITAN ST COR. DON QUIJOTE SAMPALOC  MANILA
4 , DAPITAN , Beside Mc Donald near UST Hospital , 91783558181192 DELA ROSA BLDG DAPITAN ST. COR. LACSON ST.  SAMPALOC MANILA
5 , PACO , Beside Motortrade , 966-1449UNIT 102 B SALUD BLDG. 1733 ANGEL LINAO ST. COR NAKPIL ST  MALATE MANILA  0917-5578683
6 , SAN ANDRES  , Fronting Jollibee San Andres , 577-46322001 LEVERIZA COR. SAN ANDRES ST. BRGY 705 Z6 MALATE 0917-5579124
7 , 11TH AVENUE  , Fronting KFC Grace Park , 964-6843122 ,0917-5579030 , 11TH AVE. COR MH DEL PILAR CALOOCAN CITY
8 , DIVISORIA  , Fronting KP Tower along Recto , 966-0455STALL 903 SAMPAGUITA SHOPPING COMPLEX  907 JUAN LUNA COR CM RECTO TONDO MLA. 0917-5579169
9 , TAYUMAN  , Beside Fying V Gasoline Station and fronting DOH , 966-23571503 ,  0917-5579280 , TAYUMAN ST. COR. MAKATA ST. STA .C RUZ  MANILA
10 , RIZAL AVENUE  EXT  , Beside Victory Mall , 962-42031695 RIZAL AVE EXT GRACE PARK CALOOCAN CITY
11 , KEMPMART  , Beside Goldilocks Stall , 0917-8233468STALL NO 3 KEMPMART 118 BAGONG BARRIO CALOOCAN CITY
12 , MAYPAJO , Beside Juliet Pharmacy and Oliveros Pawnshop , 966-653659 A.MABINI ST.COR JP RIZAL MAYPAJO CALOOCAN 0917-5579184
13 , A.MABINI  , Fronting La Consolacion College ,  near Caloocan City Hall , 504-1212369 ,  0917-5579023 ,  A.MABINI ST.  CALOOCAN CITY
14 , PEDRO GIL  , Fronting Robinsons Place Manila ,  beside Ministop , 975-5382567 PEDRO GIL ST. COR. J. BOCOBO ST. MALATE MANILA 0917-5579418
15 , PCU HERRAN  , Fronting Philippine Christian University , 975-5516UNIT  G7 CTC COMMERCIAL BLDG. TAFT AVE. COR. PEDRO GIL ST.MALATE MANILA  0917-5579228
16 , MALABON CITY , Infront of LBC near Save Mpre , 372-5796# 4 LEONO ST BRGY TAÑONG MALABON CITY
17 , BONI  , Near Mandaluyong Medical Center , 975-5525606 , 0917-5579365 , BONI AVE. PLAINVIEW MANDALUYONG CITY
18 , LA LOMA  , Fronting Laloma Sacred Heart School  , 975-552658 NS AMORANTO  ,  BRGY. SALVACION LALOMA QUEZON CITY  0917-5579446
19 , CUBAO  , Near MRT Cubao station   , # 3 LGF OPULENT BLDG. GEN. ROXAS SOCORRO CUBAO QUEZON CITY
20 , TANDANG SORA , Near Savemore and Robinson , 975-5563UNIT E 289 BRGY. P.TAMO TANDANG SORA AVENUE QC 0917-5579685
21 , SAUYO  ,  NOVALICHES  , Beside Generic Pharmacy , 975-5572575 QUIRINO HIGHWAY BAGBAG NOVALICHES QUEZON CITY 0917-5579070
22 , PROJECT 8  , Fronting Ottoman Carwash ,  beside Danny Capistrano Salon , 975-5604 , 25 F  EMMANUEL BLDG. SHORTHORN ST. BRGY. BAHAY TORO PROJ. 8 QUEZON CITY 0917-5579892
23 , ZABARTE  , In between Motolite and Sir George Saloon , 975-5549613  AREA OLD TENANT CAMARIN CALOOCAN0917-5579488
24 , CAMARIN , Beside M Lhuillier  ,  Near Mercury  , 366-95130025 , LOT B CAMARIN ROAD PHHC CAMARIN AREA D CAMARIN CALOOCAN
25 , MARULAS  , Fronting Santissimo Hospital , 975-56139 D ESPIRITU ST. MARULAS VALENZUELA CITY  0917-5579544
26 , VALENZUELA 2  , Near Lourdes College , 975-56215017 A COR. SAN GREGORIO GEN.T DE LEON VALENZUELA 0917-5579932
1 , PAETE  , Near 7- 11 and M/W store  , `049-5019145JP RIZAL ST. BRGY ERMITA PAETE LAGUNA
2 , PILA  , Near San Antonio de Padua Church and Liceo de Pila , 049-5590136MA. BLDG JP RIZAL BRGY. STA. CLARA PILA LAGUNA
3 , LOS BAÑOS , Beside Chinabank Savings , 049-8273709NATIONAL RD. BRGY. BATONG MALAKE LOS BANOS LAGUNA
4 , BAY LAGUNA , Beside Villarica Pawnshop   , 33 JP RIZAL ST BRGY SAN AGUSTIN BAY LAGUNA
5 , TAYABAS , Near Tayabas Public Market  , LUIS PALAD ST. BRGY ANGELES TAYABAS  CITY  QUEZON
6 , LUCBAN , Near Buddy's Restaurant ,  Lucban Municipal Hall ,  UCPB ,  Raquel Pawnshop ,   , 540-6468 , #57 PURISIMA CONCEPCION ST. LUCBAN QUEZON -
7 , PAGBILAO  , Raquel Pawnshop , Franks's Burger ,  Ayala Lying In Clinic , 9175579551RIZAL ST. BRGY.TAMBAK PAGBILAO QUEZON
8 , STA. CRUZ  , Fronting Avon Building Beside H. Lhuillier Pawnshop  , 049- 5013654MC 3 BLDG. P. GUEVARRA ST. STA. CRUZ LAGUNA
9 , LILIW , Beside Chandaline Footwear and Elizabeth Footwear , 049-5633521GAT. TAYAW ST.  LILIW LAGUNA
10 , CALAUAN , 049-5032545 , Beside  7-Eleven  , STALL NO. 5 MARFORI AVENUE CALAUAN LAGUNA
11 , NAGCARLAN , Near San Bartolome Parish  , (049) 543-8885J.CORONADO ST. BRGY 3 NAGCARLAN LAGUNA
12 , SAN PABLO  , Beside Pacific Glass and General Merchandise ,  fornting ORO Capital , 049-5211277A. FLORES ST SAN PABLO CITY LAGUNA
13 , PG SAN PABLO  , Inside Puregold Building ,  fronting Isuzu San Pablo , 049-5034773PG BLDG. C COLAGAO AVE.  BRGY. 1 A SAN PABLO CITY
14 , CABUYAO , (049) 530-8392 , Beside LBC infront of M. Lhuillier  , #150 BANLIC MAMATID CABUYAO LAGUNA
15 , CALAMBA  , Beside Jollibee Crossing  , 049-834-4533 , SQA BUSINESS CENTER CROSSING CALAMBA LAGUNA
16 , CALAMBA  2 , Beside Jollibee and NBI  , 049-3061923UNIT C-10 ,  MERCADO DE CALAMBA PABALAN ST. CALAMBA CITY
17 , CALAMBA 3 , Infront of SSS   ,  Beside Motorlandia , 049-536-1385 , UNIT A TABLERIA LA CONFIANZA  BLDG NATIONAL HIGHWAY BRGY PARIAN CALAMBA CITY LAGUNA
18 , NASUGBU  ,   043-4160439196 , Near Nasugbu Public Market (Beside Remo Optical)  , F. ALIX ST. BRGY 3 NASUGBU BATANGAS
19 , LIAN , Along the highway ,  near 7-Eleven , 043-4162647JP RIZAL ST BRGY 3 LIAN BATANGAS
20 , BALAYAN , Infront of Chooks to Go , 043-7404948 , ANTORCHA ST. BRGY 12 BALAYAN BATANGAS
21 , CALACA , Beside Palawan Pawnshop  , 043-7408552 , PUBLIC MARKET BRGY 4 CALACA BATANGAS
22 , CALATAGAN , Near Calatagn Muncipal Hall , 0917 -1334329 , P.BURGOS ST. BRGY 2 POBLACION CALATAGAN BATANGAS
23 , STA. ROSA , Beside Jollibee ,  fronting Mini-stop , 049-5303450UNIT 3  SZM BLDG. RIZAL BLVD. COR ZAVALLA ST. BRGY.KANLURAN  STA. ROSA LAG.
24 , SAN PEDRO , Beside San Pedro Doctors Hospital ,  infront of Watsons , 815-1966JG EQUITY BLDG. NATIONAL HIGHWAY BRGY.KANDAYAN SAN PEDRO LAGUNA
25 , PACITA , Pacita Mainroad beside Andoks , 847-1316#24 A SARIST  PACITA AVE. PACITA 1 SAN PEDRO LAGUNA
26 , LIPA , Lipa Old Bustop , In Bigben Mall Ground Floor , 043-7570421 VAN 3 AND 4  ,  G/F  BIG BEN COMPLEX JP LAUREL HIGHWAY .MATAAS NA LUPA  LIPA CITY  BATANGAS
27 , BAUAN , 043-7274719  , Beside Generika  and Palawan Pawnshop  , KAPITAN PONSO ST . POBLACION 4  BAUAN BATANGAS
28 , BATANGAS , 2043-7026126  ,  Across Caedo Commercial Center   , #2 NATIONAL HIGHWAY BRGY. CALICANTO BATANGAS CITY
29 , BATANGAS CITY , 043-3001763  , Near BPI beside Neals Studio near Andoks  , #4 C. TIRONA ST COR. P. BURGOS BATANGAS CITY 
1 , PG TANZA , Inside Puregold ,  fronting Tanza Municipal Hall , 046-8852034COMMERCIAL UNIT NO. 17 PUREGOLD TANZA CAVITE
2 , TEJERO , Beside Palawan Pawnshop.infront of Petron Gas Station  , 509-5410 , G/F D NIELSEN BLDG TEJERO PETRON GEN. TRIAS CAVITE
3 , CAVITE CITY , Near Pandayan Bookstore ,  alongside BDO , 046-8801293 , UNIT E CABUCO COR. P. BURGOS AVE. CARIDAD CAVITE CITY
4 , CAVITE CITY 2 , Near Jollibee ,  beside NOVO , 046-5046756782 , P. BURGOS AVE SAN ROQUE CAVITE CITY
5 , NOVELETA , Near Noveleta Municipal Hall , 046-435-2178UNIT 2 AEB BLDG POBLACION NOVELETA CAVITE
6 , SILANG  , Fronting 7-Eleven ,  near Jollibee , 046-865205493 MH DEL PILAR ST. POBLACION 1 SILANG CAVITE  -
7 , MENDEZ , Infront of 7- Eleven  , 046-23518101 ALFONSO RD. COR JP RIZAL ST BRGY GALICIA II MENDEZ CAVITE
8 , SILANG 2 , Near Nuestra Senora Candelaria Church  , 046-511-5049JP RIZAL ST POBLACION 3 SILANG CAVITE
9 , INDANG , 046-8621315 - , Near M. Lhuillier and Jollibee  , G/F PALILEO BLDG. 155 SAN MIGUEL ST. POBLACION INDANG
10 , ALFONSO , Beside Seaoil Gasoline Station , 046-8630110 , STALL B MABINI ST . POBLACION 2  ALFONSO CAVITE
11 , NAIC  , Fronting Shell Gasoline Station , 046-8561289CHIONG BLDG. IBAYO SILANGAN POBLACION NAIC CAVITE
12 , MARAGONDON , Beside Maragondon Municipal Hall , 046-412-5710POBLACION 1B ,  MARAGONDON ,  CAVITE
13 , TERNATE  , Beside Ternate Central Elementary School , 046-23520914840 , CORNER JUDGE P. RAMOS ST. AND H VENTURA ST BRGY POBLACION 2 TERNATE CAVITE
14 , SPRINGVILLE  ,  046-4841291 ,  fronting Bacoor Coliseum  , BLK. 9 LOT 1 C CAMELLA SPRINGVILLE CENTRAL MOLINO 3  BACOOR CAVITE , Inside Springville Subdivision
15 , SAN NICOLAS  3  , Near Bayanan Elementary School, fronting Bayanan Flea Market , 046-8712091407 G  SAN NICOLAS 3 BACOOR CAVITE
16 , BACOOR , Fronting SM City Bacoor ,  beside STI , 046-8703282 , ALL J BLDG. ROTONDA PANAPAAN 4 BACOOR CAVITE
17 , GMA  CAVITE , Near San Jose Public Market , 847-9293BLK. 6 LOT 14 BRGY  TENIENTE TIAGO  GMA CAVITE
